prcanid,rviswom,rvisman,repcan1,goppty,rideo,rproj,repft,aware,repwom,repman,voter
NA,0,0,0.458100020885468,NA,0.5,NA,NA,0.333333343267441,0,1,0
5,0,1,0.255899995565414,0.833333313465118,0.333333343267441,0.200000017881393,0.600000023841858,0.333333343267441,0,1,0
4,0,0,0.206100001931190,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,0
NA,0,0,0.282200008630753,NA,0.5,0.25,0.5,0.333333343267441,0,1,0
5,0,0,NA,0.666666686534882,0.5,0.300000011920929,0.600000023841858,0.666666686534882,1,0,1
6,0,0,NA,0.833333313465118,NA,NA,0.699999988079071,0.5,1,0,1
4,0,0,NA,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.666666686534882,1,0,0
6,0,0,NA,0.833333313465118,0.666666686534882,0.566666722297668,0.850000023841858,0.833333313465118,1,0,1
NA,0,1,0.300200015306473,0.5,0.5,NA,NA,0,0,1,0
NA,0,1,0.294099986553192,NA,0.166666671633720,NA,NA,0,0,1,0
1,0,1,0.300200015306473,0.166666671633720,0.833333313465118,0,0,0.5,0,1,0
6,0,1,0.300200015306473,0.666666686534882,0.833333313465118,0.833333313465118,1,0.833333313465118,0,1,1
2,0,1,0.300200015306473,0.333333343267441,0.833333313465118,0.583333313465118,0.699999988079071,0.333333343267441,0,1,0
NA,0,0,0.47299998998642,1,0.5,NA,NA,0.666666686534882,0,1,1
NA,0,1,0.398900002241135,NA,NA,NA,NA,0.666666686534882,0,1,0
NA,0,1,0.300200015306473,0.666666686534882,0.333333343267441,NA,NA,0.833333313465118,0,1,0
6,0,1,0.300200015306473,0.833333313465118,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,1
6,1,0,0.295400023460388,0.833333313465118,0.333333343267441,NA,NA,0.833333313465118,1,0,0
6,0,0,0.206100001931190,0.666666686534882,0.5,0.150000005960464,0.300000011920929,1,0,1,1
NA,0,0,0.206100001931190,0.833333313465118,0.5,0.25,0.5,1,0,1,0
4,1,0,0.533399999141693,0.333333343267441,0.5,0.200000002980232,0.400000005960464,0.666666686534882,1,0,1
4,1,0,0.533399999141693,0.666666686534882,0.833333313465118,0.333333343267441,0.400000005960464,0.833333313465118,1,0,1
NA,0,0,0.328199982643127,0.833333313465118,0.5,0.25,0.5,0.833333313465118,0,1,1
6,1,0,0.682200014591217,NA,0.5,0.5,1,0.666666686534882,1,0,1
5,1,0,0.682200014591217,0.833333313465118,0.166666671633720,0.0250000022351742,0.150000005960464,0.833333313465118,1,0,0
NA,0,0,0.54940003156662,0.5,0.666666686534882,NA,NA,0.666666686534882,0,1,1
NA,0,1,0.281300008296967,0.5,0.166666671633720,NA,NA,0.166666671633720,0,1,0
6,0,1,0.281300008296967,0.833333313465118,0.833333313465118,0.749999940395355,0.899999976158142,0.666666686534882,0,1,1
5,0,1,0.281300008296967,1,1,0.100000001490116,0.100000001490116,0.5,0,1,0
NA,0,1,0.414099991321564,0.166666671633720,0.5,0.200000002980232,0.400000005960464,0.666666686534882,0,1,1
6,0,1,0.414099991321564,0.666666686534882,0.333333343267441,0.100000008940697,0.300000011920929,0.833333313465118,0,1,1
3,0,1,0.414099991321564,0.666666686534882,0.5,0.300000011920929,0.600000023841858,0.5,0,1,0
6,0,1,0.414099991321564,NA,0.5,0.25,0.5,0,0,1,0
4,0,1,0.414099991321564,0.5,0.166666671633720,0.0833333358168602,0.5,0.333333343267441,0,1,0
4,1,0,0.682200014591217,0.833333313465118,NA,NA,0.5,0.833333313465118,1,0,1
4,1,0,0.682200014591217,0.833333313465118,0.5,0.25,0.5,0.833333313465118,1,0,1
5,1,0,0.682200014591217,0.833333313465118,0.333333343267441,0.283333361148834,0.850000023841858,1,1,0,1
NA,0,0,0.54940003156662,0.666666686534882,0.5,NA,NA,0.5,0,1,1
6,0,1,0.281300008296967,NA,0.5,0.425000011920929,0.850000023841858,0.666666686534882,0,1,1
NA,0,1,0.281300008296967,0.833333313465118,0,NA,NA,0.5,0,1,0
4,0,1,0.294099986553192,0.5,NA,NA,0.699999988079071,0,0,1,1
6,0,1,0.362100005149841,0.5,0.833333313465118,0.833333313465118,1,1,0,1,1
4,0,1,0.294099986553192,0.833333313465118,0.5,NA,NA,0.666666686534882,0,1,1
6,0,1,0.362100005149841,0.666666686534882,0.833333313465118,0.708333313465118,0.850000023841858,0.5,0,1,1
NA,0,1,0.294099986553192,NA,NA,NA,NA,NA,0,1,0
NA,0,0,NA,0.333333343267441,NA,NA,NA,0.333333343267441,1,0,0
5,0,1,NA,1,0.5,0.300000011920929,0.600000023841858,0.666666686534882,0,1,1
4,0,1,0.485400021076202,0.166666671633720,0.666666686534882,0.466666668653488,0.699999988079071,0.833333313465118,0,1,1
4,0,1,0.485400021076202,0.833333313465118,0.166666671633720,0.100000008940697,0.600000023841858,0.833333313465118,0,1,1
5,0,1,0.485400021076202,0.333333343267441,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0,1,1
3,0,1,0.485400021076202,0,0.5,0.349999994039536,0.699999988079071,0.833333313465118,0,1,1
4,0,1,0.272400021553040,0.333333343267441,NA,NA,0.5,0.333333343267441,0,1,1
6,0,1,0.305200010538101,0.666666686534882,0.5,0.449999988079071,0.899999976158142,0.666666686534882,0,1,0
NA,0,1,0.305200010538101,NA,NA,NA,NA,0.333333343267441,0,1,0
NA,0,1,0.294199973344803,0.833333313465118,0.333333343267441,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.294199973344803,0.833333313465118,0.166666671633720,NA,NA,0.5,0,1,0
NA,0,1,0.279599994421005,NA,0.5,NA,NA,0.333333343267441,0,1,0
3,0,1,0.396200001239777,0,NA,NA,NA,0.5,0,1,0
6,0,1,0.396200001239777,0.833333313465118,0.333333343267441,0.100000008940697,0.300000011920929,0.833333313465118,0,1,0
NA,0,0,NA,0.666666686534882,0.5,NA,NA,0.833333313465118,0,1,0
6,0,1,0.370700001716614,1,0.166666671633720,0.0500000044703484,0.300000011920929,0.833333313465118,0,1,0
6,0,0,0.294700026512146,1,0.5,0.0750000029802322,0.150000005960464,1,0,1,1
NA,0,0,NA,0.833333313465118,0.833333313465118,NA,NA,0.833333313465118,0,1,0
NA,1,0,0.295400023460388,0.833333313465118,0.5,0.0750000029802322,0.150000005960464,0.833333313465118,1,0,0
NA,0,1,NA,0.5,0.5,0.224999994039536,0.449999988079071,0.666666686534882,0,1,1
NA,0,0,0.360200017690659,NA,NA,NA,NA,0.333333343267441,0,1,0
6,0,1,0.311500012874603,0.833333313465118,0.666666686534882,0.566666722297668,0.850000023841858,0.666666686534882,0,1,1
NA,0,1,0.311500012874603,0.666666686534882,0.166666671633720,0,0,NA,0,1,0
6,0,1,0.311500012874603,0.833333313465118,0.833333313465118,0.666666686534882,0.800000011920929,0.5,0,1,1
5,1,0,0.316399991512299,0.5,NA,NA,0.699999988079071,0.666666686534882,1,0,1
5,1,0,0.682200014591217,1,0.333333343267441,0.100000008940697,0.300000011920929,1,1,0,1
4,0,1,0.311500012874603,0.5,NA,NA,0.5,0.333333343267441,0,1,1
5,0,1,0.311500012874603,0.833333313465118,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,1
6,0,1,0.311500012874603,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.333333343267441,0,1,0
6,0,1,0.311500012874603,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
6,0,1,0.311500012874603,0.833333313465118,0.5,0.349999994039536,0.699999988079071,0.333333343267441,0,1,1
1,0,1,0.300200015306473,NA,NA,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.294099986553192,0.5,0.833333313465118,0.5,0.600000023841858,0.833333313465118,0,1,0
4,0,1,0.311500012874603,0.5,0.166666671633720,0.100000008940697,0.600000023841858,0.833333313465118,0,1,0
NA,0,1,0.311500012874603,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.666666686534882,0,1,0
6,0,1,0.362100005149841,0.833333313465118,0.833333313465118,0.833333313465118,1,0.5,0,1,1
6,0,1,0.485900014638901,1,0.333333343267441,NA,NA,0.833333313465118,0,1,0
NA,0,1,0.277599990367889,0.666666686534882,0.833333313465118,NA,NA,0.833333313465118,0,1,1
2,0,0,NA,0.5,0.5,0,0,0.5,0,1,1
NA,0,0,NA,0.833333313465118,0.166666671633720,NA,NA,0.833333313465118,0,1,1
4,0,0,0.313400000333786,0.5,NA,NA,0.600000023841858,0.5,0,1,1
NA,0,0,NA,0.833333313465118,0.666666686534882,NA,NA,0,0,1,0
NA,0,0,NA,0.666666686534882,0.666666686534882,NA,NA,0,0,1,0
NA,0,0,NA,0.333333343267441,0.333333343267441,NA,NA,1,0,1,0
NA,0,1,0.414099991321564,0.833333313465118,0.5,0.150000005960464,0.300000011920929,0.666666686534882,0,1,1
6,0,1,0.262999981641769,NA,0.5,0.200000002980232,0.400000005960464,0.666666686534882,0,1,0
7,0,1,0.262999981641769,0.833333313465118,0.666666686534882,0,0,0.833333313465118,0,1,1
NA,0,0,0.360200017690659,0.833333313465118,0.5,NA,NA,0.833333313465118,0,1,1
6,0,0,0.294700026512146,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.666666686534882,0,1,1
7,0,1,0.370700001716614,0.833333313465118,0.333333343267441,0.133333340287209,0.400000005960464,0.5,0,1,1
4,0,0,0.294700026512146,0.833333313465118,0.666666686534882,NA,NA,1,0,1,1
NA,0,0,NA,NA,0.5,NA,NA,0.833333313465118,0,1,1
6,0,0,0.383699983358383,0.833333313465118,0.333333343267441,0.166666671633720,0.5,0.666666686534882,0,1,1
6,0,0,0.383699983358383,1,0.333333343267441,0.166666671633720,0.5,0.666666686534882,0,1,0
7,0,1,0.311500012874603,0.833333313465118,1,1,1,0.666666686534882,0,1,1
NA,0,1,0.311500012874603,NA,NA,NA,0.600000023841858,0.333333343267441,0,1,0
NA,0,1,0.311500012874603,0.666666686534882,0.166666671633720,0.0833333358168602,0.5,0.666666686534882,0,1,1
NA,0,1,0.311500012874603,0.666666686534882,0.666666686534882,0.533333361148834,0.800000011920929,0.5,0,1,0
NA,0,1,0.311100006103516,0.166666671633720,NA,NA,NA,0,0,1,0
5,1,0,0.316399991512299,0.833333313465118,0.333333343267441,0.200000017881393,0.600000023841858,0.833333313465118,1,0,0
6,0,1,0.264500021934509,0.666666686534882,0.833333313465118,0.708333313465118,0.850000023841858,0.833333313465118,0,1,1
NA,0,1,0.300200015306473,0.166666671633720,0.5,0.425000011920929,0.850000023841858,0.5,0,1,0
7,0,1,0.305200010538101,1,0.166666671633720,0,0,0.833333313465118,0,1,0
2,0,0,0.206100001931190,0.166666671633720,NA,NA,0.699999988079071,0.5,0,1,1
6,0,0,0.206100001931190,0,0.666666686534882,0.466666668653488,0.699999988079071,0.166666671633720,0,1,0
3,0,0,0.206100001931190,0.5,NA,NA,NA,0.333333343267441,0,1,0
NA,0,0,0.206100001931190,0.5,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
NA,0,1,0.311500012874603,0.666666686534882,NA,NA,NA,0.166666671633720,0,1,0
3,0,1,0.311500012874603,0.166666671633720,0.5,0.25,0.5,0.5,0,1,1
NA,0,1,0.311500012874603,NA,NA,NA,0.5,0.666666686534882,0,1,0
3,0,1,0.311500012874603,0.5,0.833333313465118,0.5,0.600000023841858,0.666666686534882,0,1,1
6,0,1,0.311500012874603,1,0.333333343267441,0.100000008940697,0.300000011920929,0.666666686534882,0,1,1
NA,0,0,0.328199982643127,0.833333313465118,0.5,NA,NA,0,0,1,0
4,0,1,NA,0.666666686534882,0.5,0.25,0.5,0.5,0,1,1
1,0,1,NA,0.5,NA,NA,0,0.166666671633720,0,1,0
6,0,1,NA,0.833333313465118,0.166666671633720,0.0250000022351742,0.150000005960464,0.666666686534882,0,1,0
5,0,1,NA,0.833333313465118,0.333333343267441,0.283333361148834,0.850000023841858,0.833333313465118,0,1,1
NA,0,1,0.311500012874603,NA,NA,NA,0.600000023841858,0.5,0,1,0
4,0,1,0.311500012874603,0.666666686534882,NA,NA,0.400000005960464,0.666666686534882,0,1,1
NA,1,0,0.533399999141693,0.833333313465118,0.833333313465118,0.416666656732559,0.5,0.833333313465118,1,0,1
5,1,0,0.533399999141693,0.833333313465118,0.333333343267441,0.200000017881393,0.600000023841858,1,1,0,1
NA,0,1,0.311500012874603,0.833333313465118,0.833333313465118,0.458333343267441,0.550000011920929,0.833333313465118,0,1,0
6,0,1,0.311500012874603,0.833333313465118,0.333333343267441,0.0333333350718021,0.100000001490116,0.666666686534882,0,1,1
NA,0,1,0.311500012874603,0.666666686534882,0.833333313465118,NA,NA,0.333333343267441,0,1,0
6,0,0,0.313400000333786,0.833333313465118,0.833333313465118,0.833333313465118,1,0.833333313465118,0,1,1
NA,0,0,NA,0.833333313465118,0.833333313465118,NA,NA,0.333333343267441,0,1,0
NA,0,0,NA,0.333333343267441,NA,NA,NA,0,0,1,0
NA,0,0,NA,NA,NA,NA,NA,0.333333343267441,0,1,1
NA,0,0,NA,0.666666686534882,0.333333343267441,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.281300008296967,0.333333343267441,1,NA,NA,0,0,1,0
7,0,1,0.0785000026226044,0.833333313465118,0.333333343267441,0,0,0.833333313465118,0,1,1
NA,0,0,NA,0.666666686534882,0,NA,NA,0.333333343267441,0,1,0
4,0,1,0.485400021076202,0.666666686534882,0.5,0.449999988079071,0.899999976158142,0.666666686534882,0,1,1
4,0,1,0.485400021076202,0.5,NA,NA,1,0.666666686534882,0,1,1
5,0,0,0.360200017690659,0.833333313465118,0.833333313465118,0.416666656732559,0.5,0.833333313465118,0,1,1
NA,0,1,NA,0.333333343267441,0.833333313465118,NA,NA,0.166666671633720,0,1,0
5,0,1,0.272400021553040,1,0.666666686534882,0.600000023841858,0.899999976158142,0.5,0,1,0
NA,0,0,NA,1,0.166666671633720,NA,NA,0.666666686534882,0,1,0
NA,0,0,NA,1,0.5,NA,NA,0.833333313465118,0,1,0
NA,0,1,0.305200010538101,0.833333313465118,0.333333343267441,NA,NA,0.666666686534882,0,1,0
6,0,1,0.294199973344803,0.833333313465118,0.666666686534882,0.5,0.75,0.666666686534882,0,1,0
NA,0,0,NA,0.666666686534882,NA,NA,NA,0.666666686534882,1,0,1
5,0,1,0.300200015306473,0.666666686534882,0.166666671633720,0.0833333358168602,0.5,1,0,1,0
5,0,1,0.300200015306473,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.833333313465118,0,1,0
5,0,1,0.300200015306473,0.833333313465118,0.666666686534882,0.466666668653488,0.699999988079071,0.833333313465118,0,1,0
NA,0,1,0.300200015306473,NA,NA,NA,NA,0,0,1,0
NA,0,0,NA,0.666666686534882,0.666666686534882,NA,NA,0.333333343267441,1,0,0
NA,0,0,0.458100020885468,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.333333343267441,0,1,0
3,0,1,0.281300008296967,0.333333343267441,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0,1,0
5,0,1,0.281300008296967,0.166666671633720,0.5,0.5,1,0,0,1,0
NA,0,1,0.281300008296967,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.666666686534882,0,1,1
NA,0,1,0.281300008296967,0.833333313465118,0.333333343267441,0.233333334326744,0.699999988079071,0.166666671633720,0,1,0
5,0,1,0.281300008296967,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.666666686534882,0,1,1
NA,0,1,0.281300008296967,NA,NA,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.281300008296967,0.833333313465118,0.5,NA,NA,0.333333343267441,0,1,0
NA,0,1,0.281300008296967,0.833333313465118,0.333333343267441,0.0500000044703484,0.150000005960464,0.666666686534882,0,1,0
NA,0,1,0.281300008296967,NA,NA,NA,0.600000023841858,0,0,1,0
2,0,1,0.414099991321564,0.166666671633720,NA,NA,0.699999988079071,0.666666686534882,0,1,0
6,0,1,NA,0.833333313465118,0.5,0.25,0.5,0.5,0,1,0
6,0,1,0.362100005149841,0.666666686534882,1,1,1,0.666666686534882,0,1,1
6,0,1,NA,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.5,0,1,0
NA,0,0,NA,NA,NA,NA,NA,0,0,1,0
NA,0,0,NA,NA,NA,NA,NA,0.5,0,1,0
5,0,1,0.254799991846085,0.833333313465118,0.5,0.25,0.5,0.333333343267441,0,1,1
NA,0,1,0.500800013542175,0.5,NA,NA,0.400000005960464,0.666666686534882,0,1,1
NA,0,1,0.272400021553040,0.833333313465118,0.833333313465118,NA,NA,0.833333313465118,0,1,0
3,0,1,0.272400021553040,0.5,NA,NA,0.600000023841858,0.333333343267441,0,1,0
3,0,1,0.569700002670288,0.333333343267441,0.5,0.349999994039536,0.699999988079071,0.833333313465118,0,1,1
NA,0,1,0.569700002670288,0.666666686534882,0.333333343267441,NA,NA,0.833333313465118,0,1,0
5,0,1,0.569700002670288,0.333333343267441,NA,NA,0.5,0.333333343267441,0,1,0
6,0,1,0.569700002670288,0.666666686534882,0.166666671633720,0.0250000022351742,0.150000005960464,0.833333313465118,0,1,1
7,0,1,0.569700002670288,0.833333313465118,0.333333343267441,0,0,0.666666686534882,0,1,1
4,0,1,0.311500012874603,0.666666686534882,0.666666686534882,0.566666722297668,0.850000023841858,0.5,0,1,1
4,0,1,0.311500012874603,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.5,0,1,1
4,0,1,0.311500012874603,0.333333343267441,NA,NA,0.699999988079071,0.5,0,1,0
5,0,1,0.300200015306473,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.333333343267441,0,1,0
6,0,1,0.300200015306473,0.666666686534882,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,0
NA,0,1,0.300200015306473,0.833333313465118,0.666666686534882,NA,NA,0.333333343267441,0,1,0
NA,0,0,0.47299998998642,0.5,0.833333313465118,NA,NA,0.833333313465118,0,1,1
6,0,1,0.398900002241135,1,0.833333313465118,0.5,0.600000023841858,1,0,1,0
NA,0,0,0.313400000333786,0.666666686534882,0.5,0.25,0.5,0.5,0,1,0
NA,0,0,0.313400000333786,0,0.333333343267441,NA,NA,0.333333343267441,0,1,0
NA,0,0,0.313400000333786,NA,0.666666686534882,NA,NA,0.5,0,1,0
NA,0,0,0.313400000333786,0.833333313465118,0.5,NA,NA,0.333333343267441,0,1,0
7,0,0,0.313400000333786,1,0.5,0,0,0.833333313465118,0,1,1
NA,0,0,0.313400000333786,NA,NA,NA,NA,0.5,0,1,0
NA,0,0,0.206100001931190,0,0.5,0.25,0.5,0.166666671633720,0,1,0
4,0,0,0.206100001931190,0.833333313465118,0.5,0.349999994039536,0.699999988079071,0.333333343267441,0,1,1
NA,0,1,0.224599987268448,NA,NA,NA,0.5,0,0,1,0
6,0,1,0.262999981641769,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.833333313465118,0,1,0
7,0,1,0.414099991321564,0.833333313465118,0.166666671633720,0,0,0.666666686534882,0,1,1
6,0,1,0.414099991321564,1,0,0,0,0.666666686534882,0,1,0
NA,0,1,0.224599987268448,1,0.333333343267441,NA,NA,0.833333313465118,0,1,1
NA,0,1,0.224599987268448,NA,NA,NA,NA,0.5,0,1,0
6,0,1,NA,0.833333313465118,0.333333343267441,0.233333334326744,0.699999988079071,1,0,1,1
NA,0,1,0.362100005149841,0.5,0.5,0.200000002980232,0.400000005960464,0.333333343267441,0,1,1
NA,0,1,NA,NA,0.5,0.25,0.5,0.5,0,1,0
NA,0,1,NA,NA,0.5,0.349999994039536,0.699999988079071,0.5,0,1,0
6,0,1,NA,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.5,0,1,1
